outlet,bias,headline,summary,ground_news_interest_url
100% FED UP!,Far Right,SAVE Act Dead? Senate Majority Leader John Thune Makes Announcement On Filibuster Rule * 100PercentFedUp.com * by Danielle,"Senate Majority Leader John Thune (R-SD) said the upper legislative chamber’s filibuster rule will remain in place, striking a major blow to the progressive agenda.",https://ground.news/interest/100percentfedupcom
The Gateway Pundit,Far Right,Trump Turns the Tables on Reporter Asking About Amazon's Decision to Pay Millions For Melania Documentary,"President Trump and First Lady Melania arrived at the Trump Kennedy Center for the ""Melania"" premiere on Thursday evening.",https://ground.news/interest/the-gateway-pundit
WND,Far Right,"Trump's DHS places federal agents involved in Alex Pretti shooting death on administrative leave * WorldNetDaily * by Jason Hopkins, Daily Caller News Foundation",CBP spokesperson: 'This is standard protocol',https://ground.news/interest/wnd
100% FED UP!,Far Right,"Devastating Fire At Swiss Ski Resort Kills 40, Injures Over 100 Others * 100PercentFedUp.com * by Danielle",A devastating fire at a Swiss ski resort during a New Year’s party resulted in the deaths of 40 people and injuries to over 100 others.,https://ground.news/interest/100percentfedupcom
Report24,Far Right,Sebastian Kurz's Mention in Epstein Documents: A New Twist in the Scandal,"The latest batch of Epstein documents reveals Sebastian Kurz's involvement in the scandal, adding another layer to the already complex web of allegations. While the documents contain numerous mentions of Kurz, his role remains unclear, and the allegations must be substantiated with concrete evidence.",https://ground.news/interest/report24
WND,Far Right,'Unlawful conduct': Trump sues IRS for allowing his tax records to be hacked * WorldNetDaily * by Bob Unruh,"Contractor stole records, turned them over to leftist media outlets",https://ground.news/interest/wnd
PJ Media,Far Right,"Newly Unsealed DOJ Documents Expose Trump's Call to Police on Epstein, Debunking Democrats' Smear Campaign","The documents reveal Trump's call to the police, debunking the Democrats' smear campaign.",https://ground.news/interest/pj-media
News Addicts,Far Right,Government Shutdown Looms As GOP Senator Blocks Trump’s Deal,"The Senate has reached a deal to keep the government funded, but GOP fury over earmarks, border policy, and changes to the Department of Homeland Security has blown it up late Thursday, all but guaranteeing a partial shutdown this weekend. Under the agreement, Senate Minority Leader Chuck Schumer and President Donald Trump agreed to yank the DHS funding, but the deal is now in jeopardy due to the GOP Senator's opposition. The post Government Shutdown Looms As GOP Senator Blocks Trump’s Deal appeared first on Ne…",https://ground.news/interest/newsaddictscom
The Savage Nation,Far Right,Trump Picks Warsh to Lead Federal Reserve,"President Donald Trump announced on Friday that he plans to nominate Kevin Warsh as the next chairman of the Federal Reserve, a move that could signal a return to prominence for the former Fed governor who was overlooked for the top job in 2017.",https://ground.news/interest/the-savage-nation
100% FED UP!,Far Right,New Documents Expose President Trump as One of the First to Reveal Jeffrey Epstein's Crimes * 100PercentFedUp.com * by Kaley,The newly released Epstein court documents exonerate President Trump and expose him as one of the first to reveal Jeffrey Epstein's crimes.,https://ground.news/interest/100percentfedupcom
Todd Starnes,Far Right,Trump Must Declare Insurrection in Minnesota,It's gone from bad to worse in Minneapolis. An ICE agent was ambushed trying to arrest an illegal alien. Two protesters were arrested for assaulting the agent.,https://ground.news/interest/todd-starnes
The Savage Nation,Far Right,"Trump Sues IRS, Treasury Department Over Tax Return Leak","The president's lawsuit, filed in a Florida federal court on Thursday, names his sons Eric Trump and Donald Trump Jr. as well as the Trump Organization as plaintiffs. The suit alleges that the leak of their confidential tax records caused ""reputational and financial harm, public embarrassment, unfairly tarnished their business reputations, portrayed them in a negative light, and unfairly damaged their business interests.""",https://ground.news/interest/the-savage-nation
The Political Insider,Far Right,Unidentified Substance Sprayed at Rep. Omar's Town Hall in Minneapolis,"A man sprayed an unknown substance on Rep. Ilhan Omar (D-Minn.) during her town hall meeting in Minneapolis on Tuesday, prompting a security response that led to the man's arrest.",https://ground.news/interest/the-political-insider
100% FED UP!,Far Right,Ilhan Omar Sprayed With Unknown Liquid During Town Hall * 100PercentFedUp.com * by Danielle,A man confronted Rep. Ilhan Omar (D-MN) during a town hall event in Minneapolis and sprayed her with an unknown liquid.,https://ground.news/interest/100percentfedupcom
Slay News,Far Right,Government Shutdown Looms as 7 Senate Republicans Join Democrats to Block Major Funding Package,"Senate Democrats successfully blocked a major government funding package, but the effort was hindered by the unexpected support of seven Senate Republicans.",https://ground.news/interest/slay-news
The Thinking Conservative,Far Right,"","The Department of Justice (DOJ) is set to release 3 million pages, 180,000 images, and 2,000 videos related to late convicted sex offender and accused sex trafficker Jeffrey Epstein. The post DOJ Releasing 3 Million Pages, Hundreds of Thousands of Photos of Epstein Files: Deputy AG appeared first on The Thinking Conservative News.",https://ground.news/interest/the-thinking-conservative
100% FED UP!,Far Right,Florida House Passes Bill to Rename Palm Beach International Airport After President Trump * 100PercentFedUp.com * by Kaley,"In a 81-30 vote, the Florida House has passed a law that would re-name an international airport in the state after President Trump. The proposed law would change the name of Palm Beach International Airport to “President Donald J. Trump International Airport.”",https://ground.news/interest/100percentfedupcom
The Gateway Pundit,Far Right,"Trump Lawsuit: IRS Leaked Tax Returns, Trump Org Files $10 Billion Lawsuit","President Trump, his family members, and the Trump Organization filed a $10 billion lawsuit against the IRS for leaking their tax returns.",https://ground.news/interest/the-gateway-pundit
100% FED UP!,Far Right,President Trump Announces New Fed Chair: “He’s Central Casting!” * 100PercentFedUp.com * by Noah,"President Trump just announced the new Fed Chair (spoiler alert, it's Kevin Warsh) but that isn't what caught my attention. The real story is the fact that the new chair is a former Fed governor who has been a vocal supporter of Trump's economic policies. This appointment is seen as a sign that the Fed is moving in a more pro-business direction, which could have significant implications for the economy.",https://ground.news/interest/100percentfedupcom
Fria Tider,Far Right,María Corina Machado Gives Peace Prize Medal to Trump After Maduro's Kidnapping,"The Peace Prize laureate, known for advocating violence, gave the medal to Trump after Maduro's kidnapping.",https://ground.news/interest/fria-tider
Patriot Journal,Far Right,"Seattle Mayor Takes Action Against Federal Immigration Enforcement, Urging Law Enforcement to Monitor ICE Activities","Seattle Mayor Ed Murray has ordered police to investigate federal immigration enforcement activities, opposing the federal government's enforcement of immigration laws to protect the city and its residents from potential harm. The post Seattle Mayor Orders Police to Investigate Federal ICE Activity, Opposing Federal Law appeared first on Patriot Journal.",https://ground.news/interest/patriot-journal
WLTReport,Far Right,"President Trump Files $10 Billion Lawsuit Against IRS, Treasury Department","President Trump has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) and Treasury Department, alleging the agency unlawfully leaked his tax returns. The lawsuit claims that a rogue, politically-motivated employee leaked private and confidential information about President Trump, his family, and the Trump Organization to the New York Times, ProPublica, and other media outlets.",https://ground.news/interest/wltreportcom
The Thinking Conservative,Far Right,Federal Reserve Leaves Interest Rates Unchanged in First Policy Decision of 2026 - The Thinking Conservative News,"The Federal Reserve made its first policy decision of the year, leaving interest rates unchanged as it continues to maintain its cautious stance on monetary policy. The post Federal Reserve Leaves Interest Rates Unchanged in First Policy Decision of 2026 appeared first on The Thinking Conservative News.",https://ground.news/interest/the-thinking-conservative
News Addicts,Far Right,Government Shutdown Looms As GOP Senator Blocks Trump’s Deal,"The Senate has reached a deal to keep the government funded, but GOP fury over earmarks, border policy, and changes to the Department of Homeland Security has blown it up, all but guaranteeing a partial shutdown this weekend. Under the agreement, Senate Minority Leader Chuck Schumer and President Donald Trump agreed to yank the DHS funding, but the deal fell apart after a GOP Senator blocked it. The post Government Shutdown Looms As GOP Senator Blocks Trump’s Deal appeared first on Ne…",https://ground.news/interest/newsaddictscom
realnewsnow.com,Far Right,"Trump Appoints Economist Kevin Warsh as Fed Chair, Criticizes Powell on Rates and Security","President Donald Trump has selected economist Kevin Warsh to serve as the next chairman of the Federal Reserve, signaling a potential shift in the central bank's leadership. Warsh, a longtime critic of current Fed Chair Jerome Powell, will require Senate confirmation to assume the role when Powell's term ends in May. Trump has criticized Powell on rates and security, and Warsh's appointment is seen as a move to challenge the status quo at the Fed.",https://ground.news/interest/realnewsnowcom
Conservative Firing Line,Far Right,"","",https://ground.news/interest/conservative-firing-line
News Addicts,Far Right,FBI Agent Arrested for Attempting to Break Luigi Mangione Out of Prison,"A Minnesota man was arrested on Wednesday night after allegedly turning up at a New York federal jail, claiming to be an FBI agent and stating he had a court order from a judge to release Luigi Mangione, who is accused of murdering UnitedHealthcare CEO Brian Thompson, according to a criminal complaint filed Thursday. The man, who was identified as a former FBI agent, was taken into custody and is currently being held on $1 million bail. The post FBI Agent Arrested for Attempting to Break Luigi Mangione Out of Prison appeared first on News Addicts.",https://ground.news/interest/newsaddictscom
The Gateway Pundit,Far Right,Ilhan Omar Blames President Trump For Being SQUIRTED ON | Drew Hernandez,"Woke Minnesota Rep. Ilhan Omar criticizes President Trump for causing her to be ""squirted on"" during a speech.",https://ground.news/interest/the-gateway-pundit
realnewsnow.com,Far Right,Venezuelan Opposition Leader Gifts Trump Nobel Peace Prize Medal in Oval Office Visit - Real News Now,"Venezuelan opposition leader María Corina Machado made headlines Thursday after presenting her Nobel Peace Prize medal to President Donald Trump during a private meeting at the White House. ""I presented the president of the United States the medal, the Nobel Peace Prize,"" Machado told reporters on Capitol Hill, confirming the extraordinary gesture. A photo taken inside the Oval Office showed Trump holding the encased medal with Machado at his side.",https://ground.news/interest/realnewsnowcom
Louder With Crowder,Far Right,Homeland Security's ICE: The Unseen Reality,"Homeland Security's ICE: The Unseen Reality

In this episode, Nick Sortor shares some shocking details about what's really going on at Homeland Security.",https://ground.news/interest/louder-with-crowder
Patriot Journal,Far Right,Trump Files $10 Billion Lawsuit Against IRS Over Tax Return Leaks to Media,The Trump administration has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) over the leaks of his tax returns to the media. The lawsuit alleges that the leaks violated the President's constitutional rights and caused significant financial harm to the President and his family. The lawsuit also seeks to hold the IRS accountable for any damages caused by the leaks.,https://ground.news/interest/patriot-journal
The Political Insider,Far Right,Trump Plans to Purchase Greenland Amid European Troop Deployment,"Despite European nations deploying troops to Greenland, President Trump remains committed to acquiring the island, according to the White House Press Secretary.",https://ground.news/interest/the-political-insider
The Savage Nation,Far Right,Ilhan Omar Sprayed with Unknown Substance During Town Hall,"Rep. Ilhan Omar (D-MN) was allegedly sprayed with an unknown substance while speaking at a town hall event about U.S. Immigration and Customs Enforcement (ICE), according to multiple reports. In a video posted to X by CSPAN, Omar was heard discussing ICE's inability to be ""reformed"" or ""rehabilitated"" and called for the Department of Homeland Security to be ""reorganized.""",https://ground.news/interest/the-savage-nation
The Gateway Pundit,Far Right,Senate Blocks Government Funding Package Amid Deadline Looming,"The Senate voted 45-55 on Thursday to block a measure to advance a government funding package, setting the stage for a potential government shutdown on Saturday.",https://ground.news/interest/the-gateway-pundit
Report24,Far Right,Sebastian Kurz's Mention in Epstein Documents: A New Twist in the Falling Probe,"The latest batch of documents from the DoJ contains over three million new revelations. While the sheer volume of documents is staggering, the quality of processing is questionable. Amidst the numerous mentions of Sebastian Kurz, the Austrian chancellor appears at least four times in the documents. These mentions have sparked new allegations and controversies, raising questions about the credibility of the evidence and the intentions behind the leaks.",https://ground.news/interest/report24
protrumpnews.com,Far Right,Trump Sues IRS Over Tax Return Leak,"President Donald Trump is suing the IRS and Treasury Department for $10 million, alleging that the IRS and Treasury Department caused him reputational and financial harm, public embarrassment, unfairly tarnished his business reputation, portrayed him in a false light, and negatively affected his public standing.",https://ground.news/interest/protrumpnewscom
WND,Far Right,'Unlawful conduct': Trump sues IRS for allowing his tax records to be hacked * WorldNetDaily * by Bob Unruh,"Contractor stole records, turned them over to leftist media outlets",https://ground.news/interest/wnd
WND,Far Right,'Extension': Deal on DHS funding postpones Dem-sought government shutdown for 2 weeks * WorldNetDaily * by Bob Unruh,Schumer has issued long list of demands to curtail federal border law enforcement,https://ground.news/interest/wnd
News Addicts,Far Right,FBI Agent Arrested for Attempting to Break Prisoner,"A Minnesota man was arrested on Wednesday night after allegedly turning up at a New York federal jail, claiming to be an FBI agent and stating he had a court order from a judge to release Luigi Mangione, who is accused of murdering UnitedHealthcare CEO Brian Thompson, according to a criminal complaint filed Thursday. The man, who was identified as a former FBI agent, was apprehended after authorities realized he was not an actual FBI agent. The post FBI Agent Arrested for Attempting to Break Prisoner appeared first on News Addicts.",https://ground.news/interest/newsaddictscom
The Political Insider,Far Right,"","",https://ground.news/interest/the-political-insider
The Thinking Conservative,Far Right,"","",https://ground.news/interest/the-thinking-conservative
Conservative Daily News,Far Right,Man Impersonating FBI Agent Attempts to Free Accused Assassin in New York,"by Audrey Streb at CDN - A Minnesota man, Mark Anderson, 36, was charged with impersonating a federal agent after attempting to free Luigi Mangione, the man accused of assassinating a healthcare executive, from a New York jail. Anderson arrived at the Brooklyn Metropolitan Detention Center with a court order to release Mangione, but was turned away by corrections officers. Click to read the rest HERE-> Man Impersonating FBI Agent Attempts to F…",https://ground.news/interest/conservative-daily-news
Frontpage Mag,Far Right,Trump's Call to Authorities About Epstein: A Historic Moment in the Fight Against Sex Trafficking,"""A historic moment in the fight against sex trafficking"" - The post Trump's Call to Authorities About Epstein appeared first on Frontpage Mag.",https://ground.news/interest/frontpage-mag
The Gateway Pundit,Far Right,"Trump Warns Against 'Corrupt' Minnesota Politicians, Threatens to Invoke Insurrection Act","President Donald Trump warned on Thursday that he will invoke the Insurrection Act if Minnesota politicians fail to stop the attacks on ICE agents, following a night of chaos in Minneapolis where an ICE agent was attacked with a shovel handle by an illegal alien. Trump's statement comes after a night of extreme chaos in the city, which included an agent having to fire a defensive round after being attacked with a shovel handle by an illegal alien. 1 month ago · United States",https://ground.news/interest/the-gateway-pundit
100% FED UP!,Far Right,"Senate Democrats, White House Reach Agreement Amid Looming Government Shutdown * 100PercentFedUp.com * by Danielle","President Trump and Senate Minority Leader Chuck Schumer (D-NY) have reportedly reached an agreement to fund the government and avoid a partial shutdown past Friday. ""I am working hard with Congress to ensure that we are able to fully fund the Government, without delay. Republicans and Democrats in Congress have come together to get the vast majority of the Government funded until September, while at the same time providing an extension to the Department of Homeland Security.""",https://ground.news/interest/100percentfedupcom
The Thinking Conservative,Far Right,"What to Know About Kevin Warsh, Trump’s Nominee for Fed Chair - The Thinking Conservative News",President Donald Trump selected former Federal Reserve Governor Kevin Warsh as the next head of the U.S. central bank.,https://ground.news/interest/the-thinking-conservative
The Gateway Pundit,Far Right,Democrat Rep. Nadler Woken Up by Staffer During Bondi Hearing,"Democrat Rep. Jerrold Nadler (NY) was woken up by a staffer during a House Judiciary Committee hearing on Wednesday. US Attorney General Pam Bondi testified on the Epstein files, fatal shootings of two anti-ICE agitators, and more. Nadler fell asleep just minutes into the hearing. Later on during the hearing, Nadler and Bondi got into a shouting match.",https://ground.news/interest/the-gateway-pundit
News Addicts,Far Right,Melania Trump Shares New Details On Barron’s Political ‘Transformation’,"First Lady Melania Trump joined Fox News’ “The Five” to discuss the release of her biographical film, life in the White House during President Trump’s second term and Barron’s political “transformation.” A key portion of the discussion centered on the production of the documentary. Trump explained her hands-on role, stating, “I led the production and worked closely with the director to ensure the film accurately represented our family’s journey.”",https://ground.news/interest/newsaddictscom
PJ Media,Far Right,President Trump Receives Historic Nobel Peace Prize from Venezuelan Leader,"Venezuelan leader María Corina Machado presents President Trump with the Nobel Peace Prize in a historic gesture, marking a significant diplomatic breakthrough.",https://ground.news/interest/pj-media
The Gateway Pundit,Far Right,Storm-Battered East Coast Struggles to Reopen After Private Jet Crash in Maine,"A private jet carrying eight people crashed while attempting to take off from Bangor International Airport in Maine on Sunday, with storms battering the East Coast.",https://ground.news/interest/the-gateway-pundit
100% FED UP!,Far Right,"U.S. Border Patrol Commander, Agents Set To Leave Minnesota * 100PercentFedUp.com * by Danielle","U.S. Border Patrol Commander Gregory Bovino and some patrol agents are expected to “imminently” leave Minnesota, according to Fox News. Multiple federal sources indicate that the departure is imminent.",https://ground.news/interest/100percentfedupcom
Conservative Daily News,Far Right,Rhode Island Shooter Revealed To Be Divorced Transgender With Bizarre Online Footprint,"by Hudson Crozier at CDN - The transgender gunman who killed at least two family members at a Rhode Island hockey game on Monday left behind social media posts warning that gender-confused people like him could one day go “berserk.” Police identified Robert Dorgan, who they say went by Roberta, as the man who opened fire at the Pawtucket high school game before killing himself, according to the Providence Journal.",https://ground.news/interest/conservative-daily-news
WLTReport,Far Right,Florida House Passes Law to Rename Palm Beach International Airport After President Trump,"In a 81-30 vote, the Florida House has approved a bill that would rename Palm Beach International Airport to ""President Donald J. Trump International Airport."" The proposed change would officially recognize the president's role in the state's aviation history.",https://ground.news/interest/wltreportcom
The Gateway Pundit,Far Right,'The WaPo Extinction Event': Washington Post Employees Beg For Their Jobs as Owner Jeff Bezos Prepares to Fire 300 More Staff,Employees at The Washington Post have been struggling to cope with the recent economic downturn and it seems that things are only going to get worse.,https://ground.news/interest/the-gateway-pundit
WLTReport,Far Right,Rhode Island Ice Skating Rink Shooting Leaves One Victim Dead,"A shooting occurred during a high school hockey game at an indoor ice skating rink in Pawtucket, Rhode Island, resulting in the death of at least one young girl.",https://ground.news/interest/wltreportcom
The Gateway Pundit,Far Right,Federal Assault Charge for Man Who Attacked Ilhan Omar with Apple Cider Vinegar,The man who sprayed Ilhan Omar with apple cider vinegar has been charged with a federal assault.,https://ground.news/interest/the-gateway-pundit
The Political Insider,Far Right,Trump's Insurrection Act Threat: Critics Fear He's 'Enforcing His Own Reign',Trump's potential use of the Insurrection Act has sparked concerns that he is attempting to assert control over the country.,https://ground.news/interest/the-political-insider
PJ Media,Far Right,MSM Hacks Are Afraid of Bari Weiss Because She's Objective and Honest,"Bari Weiss, a CBS News journalist, challenges the mainstream media's biased practices by promoting objectivity and truth.",https://ground.news/interest/pj-media
WLTReport,Far Right,"Senate Democrats, White House Reach Agreement Amid Looming Government Shutdown","President Trump and Senate Minority Leader Chuck Schumer (D-NY) have reportedly reached an agreement to fund the government and avoid a partial shutdown past Friday. The deal aims to ensure a smooth funding process without delays, bringing together Republicans and Democrats in Congress.",https://ground.news/interest/wltreportcom
WLTReport,Far Right,"President Trump Files $10 Billion Lawsuit Against IRS, Treasury Department","President Trump has filed a $10 billion lawsuit against the Internal Revenue Service (IRS) and Treasury Department, alleging the agency unlawfully leaked his tax returns. The lawsuit claims that a rogue, politically-motivated employee leaked private and confidential information about President Trump, his family, and the Trump Organization to the New York Times, ProPublica, and other media outlets.",https://ground.news/interest/wltreportcom
WND,Far Right,"New social media platform has over a million AI bots interacting with each other as humans observe * WorldNetDaily * by Anthony Iafrate, Daily Caller News Foundation",Has reportedly exploded in traffic mere days after its Wednesday launch: 'We're not scary',https://ground.news/interest/wnd
WND,Far Right,'Unlawful conduct': Trump sues IRS for allowing his tax records to be hacked * WorldNetDaily * by Bob Unruh,"Contractor stole records, turned them over to leftist media outlets",https://ground.news/interest/wnd
PJ Media,Far Right,Rhode Island Hockey Game Shooter Identified as Transgender: Tragic Mass Shooting Leaves Community in Shock,"The shooter in the Rhode Island hockey game shooting is identified as transgender, leaving the community in shock and grief.",https://ground.news/interest/pj-media
realnewsnow.com,Far Right,"Man with Pizza Cutter, BBQ Fork Posed as FBI Agent to Bust Out Alleged Killer Luigi Mangione - Real News Now","A bizarre security breach rocked the Metropolitan Detention Center in Brooklyn on Wednesday night when a man impersonating an FBI agent attempted to secure the release of accused assassin Luigi Mangione. The man, identified as 36-year-old Mark Anderson of Minnesota, now faces federal charges for impersonating a federal officer. According to the criminal complaint, Anderson approached the jail’s intake area and claimed he had a judge-signed order to release Mangione.",https://ground.news/interest/realnewsnowcom
realnewsnow.com,Far Right,"Trump Appoints Economist Kevin Warsh to Fed Chair, Criticizes Powell on Rates and Security","President Donald Trump announced on Friday that he has selected economist Kevin Warsh to serve as the next chairman of the Federal Reserve, setting the stage for a dramatic shift in the central bank’s leadership. Warsh, a longtime critic of current Fed Chair Jerome Powell, will need Senate confirmation to assume the role when Powell’s term expires in May. Trump has praised Warsh’s expertise and believes he will be a strong leader for the Fed.",https://ground.news/interest/realnewsnowcom
The Gateway Pundit,Far Right,Minnesota Man Arrested for Attempting to Break Out Left-Wing Assassin Luigi Mangione Using Fictional FBI Agent,A man from Minnesota was arrested after attempting to break out a notorious left-wing assassin named Luigi Mangione from jail using a fictional FBI agent.,https://ground.news/interest/the-gateway-pundit
WLTReport,Far Right,Venezuelan Leader Dedicates Nobel Peace Prize to President Trump,"Venezuelan opposition leader María Corina Machado, who was awarded the Nobel Peace Prize, presented her medal to President Trump during their meeting in the White House. Machado previously dedicated her award to Trump. ‘Nobel Peace Prize Winner Maria Corina Machado Dedicates Award To Donald Trump’ pic.twitter.com/58OlIb80aC — The White House (@WhiteHouse) October 10, 2023",https://ground.news/interest/wltreportcom
Fria Tider,Far Right,EU to Shut Down Grok,"EU initiates proceedings against Elon Musk's AI service, citing bikini photos of influential individuals.",https://ground.news/interest/fria-tider
The Gateway Pundit,Far Right,Ilhan Omar Blames President Trump For Being SQUIRTED ON | Drew Hernandez,Woke Minnesota Rep. Ilhan Omar criticizes President Trump for the recent incident.,https://ground.news/interest/the-gateway-pundit
WLTReport,Far Right,"Senate Democrats, White House Reach Agreement Amid Looming Government Shutdown",President Trump and Senate Minority Leader Chuck Schumer (D-NY) have reportedly reached an agreement to fund the government and avoid a partial shutdown past Friday.,https://ground.news/interest/wltreportcom
100% FED UP!,Far Right,"","",https://ground.news/interest/100percentfedupcom
The Political Insider,Far Right,"Trump Sues IRS, Treasury Department for $10 Billion Over Alleged Tax Return","President Donald Trump filed the lawsuit in his personal capacity, alongside his two eldest sons.",https://ground.news/interest/the-political-insider
Fria Tider,Far Right,"Transvestite Behind Ice Rink Shooting: Three Dead, Three Injured","A transvestite, identified as Robert ""Roberta"" Dorgan, 56, is suspected of being behind the shooting at an ice rink in Pawtucket, Rhode Island, which resulted in three deaths and three injuries.",https://ground.news/interest/fria-tider
The Savage Nation,Far Right,MichaelSavage.com – Hunter Biden’s Baby Mama Calls for Ex-First Son to Be Arrested Over Child Support Failures,"Lunden Roberts, the former girlfriend and mother of Hunter Biden's 7-year-old daughter, has called for ex-first son Hunter Biden to be ""incarcerated"" for failing to fulfill their child support agreement. She urged an Arkansas judge to reopen the long-running case and re-arrest the former lovers.",https://ground.news/interest/the-savage-nation
WND,Far Right,'Extension': Deal on DHS funding postpones Dem-sought government shutdown for 2 weeks * WorldNetDaily * by Bob Unruh,Schumer has issued long list of demands to curtail federal border law enforcement,https://ground.news/interest/wnd
PJ Media,Far Right,"Plane Crash in Maine Claims Lives of Several, Possibly Including Prominent Anti-ICE Attorneys","",https://ground.news/interest/pj-media
100% FED UP!,Far Right,"Seven Dead, One Injured After Business Jet Crashes During Takeoff * 100PercentFedUp.com * by Danielle",Seven people lost their lives and one suffered serious injuries after a private business jet crashed during takeoff at Maine’s Bangor International Airport.,https://ground.news/interest/100percentfedupcom
protrumpnews.com,Far Right,Trump Sues IRS Over Tax Return Leak,"President Donald Trump is suing the IRS and Treasury Department for $10 million, alleging that the IRS and the Treasury Department caused him reputational and financial harm, public embarrassment, unfairly tarnished his business reputation, and negatively affected his public standing.",https://ground.news/interest/protrumpnewscom
The Gateway Pundit,Far Right,Tim Walz Meets with Border Czar Homan to Demand Immigration Reduction,"Minnesota Governor Tim Walz met with Border Czar Tom Homan in Minnesota on Tuesday amid the chaos caused by left-wing anti-ICE protesters. The meeting follows the death of Alex Pretti, who was shot while attempting to impede federal agents. President Trump praised the call with Walz, describing it as ""very good.""",https://ground.news/interest/the-gateway-pundit
WND,Far Right,"",Trump calls on corrupt politicians to stop professional agitators and insurrectionists.,https://ground.news/interest/wnd
The Gateway Pundit,Far Right,Judge Orders Hunter Biden to Jail for Failing to Pay Child Support,"Hunter Biden's baby mama, Lunden Roberts, has requested an Arkansas judge to jail Hunter for non-payment of child support. 1 month ago · United States",https://ground.news/interest/the-gateway-pundit
The Gateway Pundit,Far Right,María Corina Machado Gives Her Nobel Peace Prize to President Trump,"Venezuelan opposition leader María Corina Machado made her first appearance at the White House to meet with President Trump on Thursday. She presented him her Nobel Peace Prize, likening it to Continental Army General Lafayette's gift to Venezuelan liberator Simon Bolivar, who freed Venezuela from Spanish rule in the 1800s.",https://ground.news/interest/the-gateway-pundit
WND,Far Right,'Central casting': Trump nominates Federal Reserve veteran to replace outgoing Jerome Powell * WorldNetDaily * by Bob Unruh,"Was youngest Fed governor ever, at 35, also served rep to G-20",https://ground.news/interest/wnd
The Gateway Pundit,Far Right,"Man Charges at Ilhan Omar, Sprays Her with Unknown Substance During Town Hall","A man charged at Democrat Rep. Ilhan Omar during a town hall meeting, spraying her with an unknown substance.",https://ground.news/interest/the-gateway-pundit
Conservative Daily News,Far Right,Man Impersonating FBI Agent Attempts to Free Accused Killer From Jail,"by Audrey Streb at CDN - A Minnesota man, Mark Anderson, 36, was charged with impersonating a federal agent after attempting to free Luigi Mangione, the man accused of assassinating a healthcare executive, from the Brooklyn Metropolitan Detention Center in New York, ABC News reported Thursday. Anderson arrived at the jail with a court order to release Mangione, but the attempt failed. Click to read the rest HERE-> Man Impersonating FBI Agent Attempts to F…",https://ground.news/interest/conservative-daily-news
The New American,Far Right,Trump Nominates Kevin Warsh for Fed Chair,"President Donald Trump has selected Kevin Warsh as the next chair of the Federal Reserve, replacing Jerome Powell, whose term ends in May. This decision comes amid controversy surrounding Warsh's ties to globalist organizations, including his membership on the Bilderberg Group's steering committee and his marriage to the daughter of billionaire Ronald Lauder. The post Trump Nominates Kevin Warsh for Fed Chair appeared first on The New American.",https://ground.news/interest/the-new-american
🔔 The Liberty Daily,Far Right,"Trump Warns He May Put Tariffs on Countries That ""Don't Go Along With"" U.S. Plans for Greenland","As the EU and the US prepare for a potential trade war over Greenland, President Trump has threatened to impose tariffs on countries that fail to comply with U.S. plans for the Arctic territory. The European Parliament is also considering a halt to the EU's trade deal with the US over the issue.",https://ground.news/interest/the-liberty-daily
The Political Insider,Far Right,"","",https://ground.news/interest/the-political-insider
The Gateway Pundit,Far Right,"Tragic Shooting at Ice Hockey Rink in Rhode Island Leaves One Dead, Injures Four",Officials have confirmed that the shooting is a result of a family conflict.,https://ground.news/interest/the-gateway-pundit
The Gateway Pundit,Far Right,Trump Lawsuit: IRS Leak of Tax Returns to Media,"President Trump, his family members, and the Trump Organization filed a lawsuit against the IRS for leaking their tax returns to the media.",https://ground.news/interest/the-gateway-pundit
WND,Far Right,"'The multilateral system': Western leader touts coming 'new world order,' then tries to explain it * WorldNetDaily * by Caden Olson, Daily Caller News Foundation","Comment prompted by discussions over tariffs, exports, imports, more",https://ground.news/interest/wnd
The Last Refuge,Far Right,President Trump Appoints Kevin Warsh as Federal Reserve Chairman,"President Donald J Trump has appointed Kevin Warsh as the new Federal Reserve Chairman. Warsh has been critical of the Federal Reserve's monetary policy, particularly its impact on inflation and wages.",https://ground.news/interest/the-last-refuge
The Thinking Conservative,Far Right,Appeals Court Rules DHS Order to End Protections for Venezuelans in US Illegal - The Thinking Conservative News,A U.S. appeals court has ruled that the Department of Homeland Security's decision to end deportation protection for tens of thousands of Venezuelans in the United States was unlawful. The post Appeals Court Rules DHS Order to End Protections for Venezuelans in US Illegal appeared first on The Thinking Conservative News.,https://ground.news/interest/the-thinking-conservative
Santa Monica Observer,Far Right,"Historic Winter Storm Fern Batters Much of U.S., Causing Widespread Disruptions and Fatalities","January 25, 2026 - A massive winter storm unofficially named Winter Storm Fern by The Weather Channel has unleashed heavy snow, freezing rain, ice, and Arctic cold across a vast swath of the United States, impacting more than 230 million people from Texas and the Southwest to the Northeast and parts of Canada. The storm, which originated from an upper-level low developing over the Pacific near...",https://ground.news/interest/santa-monica-observer
The Savage Nation,Far Right,Trump Picks Warsh to Lead Federal Reserve,"President Donald Trump announced on Friday that he intends to nominate Kevin Warsh as the next chairman of the Federal Reserve, marking a comeback for the former Fed governor who was passed over for the top job in 2017. Warsh, a former Fed governor, is expected to bring a fresh perspective to the Federal Reserve, which has been at the center of the ongoing economic recovery.",https://ground.news/interest/the-savage-nation
