outlet,bias,headline,summary,ground_news_interest_url
World Socialist Web Site,Far Left,"First death from H5N1 ""bird flu"" in the US occurs amid surge in multiple infectious diseases","The death comes as multiple infectious diseases are surging throughout the US, including the 10th wave of the COVID-19 pandemic and major spikes in seasonal influenza, norovirus, respiratory syncytial virus (RSV), and whooping cough. 1 year ago",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
telesurtv.net,Far Left,Iran Celebrates Gaza Ceasefire as a Great Victory for Palestine · Global Voices,"Both the Leader of the Islamic Revolution, Ayatollah Khamenei, and the Guard Corps of the Islamic Revolution claimed that the fact meant a defeat for the Zionist regime. Following the announcement of the ceasefire between Israel and the Palestinian Islamic Resistance Movement (Hamas) in the Gaza Strip, the leader of the Islamic Revolution, Ayatollah Seyed Ali Khamenei, declared that Gaza will defeat, thus summarizing its first reaction, in the days following the ceasefire.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,U.S. authorities rule out survivors of air crash in Washington,"The American Airlines commercial plane was carrying 60 passengers and four crew members, while the Sikorsky H-60 Black Hawk helicopter had three military personnel on board. U.S. authorities announced that there were no survivors in the air crash that took place on Wednesday over the Potomac River, in Washington, when a passenger plane and a military helicopter collided. READ ALSO Air accident in the U.S. leaves several fatalities The local Fire… 1 year ago",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,US Tech Giants Eyeing Greenland's Mineral Wealth,"With a US takeover of Greenland, big tech companies could benefit from the country's mineral deposits and potentially build a libertarian techno-city.",https://ground.news/interest/jacobincom
Orinoco Tribune,Far Left,Israel: 90 Palestinian Abductees Freed in First Exchange of Gaza Ceasefire Deal,"Israel has released ninety Palestinian abductees as part of the first phase of a Gaza ceasefire deal with the Hamas resistance movement. All the Palestinian abductees were freed from Ofer Prison in the occupied West Bank on Monday, the Israel Prison Service said on Monday. They were carried by buses to the West Bank town of Beitunia and the city of Ramallah. Hundreds of Palestinians hit the streets of Beitunia and Ramallah in jubilation, waving flags and chanting slogans.",https://ground.news/interest/orinoco-tribune
Crooks and Liars,Far Left,Trump Orders Strikes on Low-Threat IS Group in Somalia,"President Trump ordered missile strikes on a senior IS attack planner and others from the group in Somalia. Via BBC: ""These killers, who we found hiding in caves, threatened the United States and our Allies,"" Trump posted on social media. ""The strikes destroyed the caves they live in, and killed many terrorists without, in any way, harming civilians."" No, they weren't threatening the United States. But after a week of bumbling atte… 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Orinoco Tribune,Far Left,Protests Erupt in Romania After Anti-NATO Candidate Barred from Elections,"Mass protests and clashes with police erupted in Bucharest on Sunday, March 9, after Romanian electoral authorities banned Calin Georgescu, a leading anti-NATO candidate, from running in the upcoming presidential elections set for May 2024. Georgescu, who won the first round of the presidential vote in November 2023 before the results were annulled, condemned the decision as a “direct blow to the heart of world democracy.” In a fiery statement, Georgescu vowed to continue his fight against NATO and the EU. 1 year ago",https://ground.news/interest/orinoco-tribune
teleSUR,Far Left,Leading American Film Director David Lynch Dies at 78,"David Lynch, one of the great directors of the history of American cinema, passed away on Thursday at age 78.",https://ground.news/interest/telesurtvnet
Wonkette,Far Left,South Korea To US: Here's How You Arrest A Corrupt Impeached President,"South Korean police cut through razor wire at the gates of impeached President Yoon Suk Yeol’s residence in Seoul. Video screenshot, CBC News on YouTube.South Korean President Yoon Suk Yeol is now in a detention center and refusing to cooperate with investigators after he was arrested Wednesday. It’s the first time a sitting South Korean president has been arrested, although several former presidents have had the honor in the past. Yoon is being investigated for corruption and abuse of power.",https://ground.news/interest/wonkette
World Socialist Web Site,Far Left,"Trump-Musk wrecking operation illegally shuts down 2 federal agencies, gains access to Treasury payment system","Trump has also given the unelected billionaire control of a Treasury Department unit that carries out 90 percent of all federal payments, including Social Security checks and Medicare reimbursement. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"","U.S. special envoy Richard Grenell announced the return of six Americans to the U.S. after a meeting with Venezuelan President Nicolás Maduro in Caracas. The group, consisting of U.S. citizens, was released from detention and will be reunited with their families. The incident has sparked controversy and raised concerns about the safety of U.S. citizens in Venezuela.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,South Korean President Yoon Unblocks Arrests Amid Protests,"South Korean President Yoon Unblocks Arrests Amid Protests, Raising Concerns About Potential Military Coup",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Russia and US Delegations Meet in Istanbul for Bilateral Collaboration,"The two powers agreed to create an atmosphere conducive to the total resumption of bilateral collaboration in various areas. Delegations from Russia and the United States (USA) gathered this Thursday at the U.S. Consulate General in Istanbul, Türkiye, with the aim of discussing a possible normal functioning of their respective embassies. READ ALSO: Lawmakers from Russia and Belarus ratify mutual security treaty",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Hamas Confirms the Murder of Commander Mohammed Deif, Founder of Al-Qassam Brigades","The Israeli Defense Forces claimed last August that their troops had killed Deif in an air strike in al-Mawasi, west of Khan Younis. Hamas denied this information. The spokesman for the Al-Qassam Brigades confirmed Deif's death and the loss of senior military leaders, including the Deputy Commander of the General Staff of the Palestinian resistance movement.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Israel carries out large-scale attacks in southern Lebanon,"Israeli fighters launch a series of attacks on the Zebqin Valley and the area between Aita al-Jabal and Beit Yahoun. Israeli defence forces have carried out more than 20 air strikes in southern Lebanon, using intelligence, against civilian sites with the use of fighter aircraft, whose shelling targeted the Muraisa area, between the towns of Al-Babliyya and Al-Zarariya. READ ALSO: Israeli bombings continue in Lebanon during the ceasefire. They al… 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Donald Trump Annuls 78 Biden Decrees and Withdraws U.S. From Paris Agreement,"U.S. President Donald Trump overturned 78 decrees signed by his predecessor, Joe Biden, and announced that the U.S. will withdraw from the Paris Agreement on Climate Change, deeming it ""unfair"" and ""unilateral.""",https://ground.news/interest/telesurtvnet
Wonkette,Far Left,"Trump Caves to Colombia, Saddening MAGA Fans","For a brief moment, it seemed like the price of a Starbucks grande drip coffee might increase to $10, a prospect that would have been met with glee by many of our readers, who are addicted to their caffeine and would have gladly paid the extra cost. However, the price remains the same, and we are saddened to report that the price of our morning coffee will not be going up. Sorry, our readers. 1 year ago · United States",https://ground.news/interest/wonkette
teleSUR,Far Left,"European leaders meet without agreement in Paris, France","The meeting of the leaders of Germany, Italy, Poland, Spain, the Netherlands, Denmark and the United Kingdom, who were convened by French President Emmanuel Macron, concluded without a joint statement after discussing regional security issues, as well as the possible dispatch of alleged peace troops to Ukraine. READ ALSO: France assesses military deployment in Greenland against threats of annexation by the United States",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Pope Francis in stable health, Vatican says","According to the Vatican Office of Communication, Pope Francis remains in a stable state of health, according to the medical prognosis. The Holy Father continues with the prescribed treatment, and his condition is stable. By offering the latest news about the pope’s condition, the Vatican aims to provide accurate information to the public.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Negotiations between Israel and Hamas Continue in Doha, Qatar","The leaders of the Palestinian Resistance Movement Hamas expressed satisfaction with the progress of negotiations in Doha, Qatar, to achieve a ceasefire for the ongoing attacks on Gaza. Despite the Israeli air strikes, which have killed over 46,000 Palestinians, the talks continue.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Shooting in Queens, USA, leaves several wounded","The attack when two or three men began shooting indiscriminately at the crowd waiting in front of the club. A shooting took place on Wednesday night during a private party at a nightclub in Queens metropolitan state of New York (northwest of the United States), leaving at least 11 people injured. READ ALSO: United States: Deaths from the hit in New Orleans rise to 15",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Asserts Control Over Greenland During NATO Meeting,"During his first meeting with NATO Secretary General Mark Rutte, US President Donald Trump reiterated his claim to annex Greenland, a territory belonging to Denmark. He also proposed deploying military forces to the island, despite Denmark's presence in his kingdom. Trump stated that Denmark is ""extremely distant"" from Greenland, despite the country's historical connection to the territory.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,The international right's strategy against Venezuela mirrors failed interventions in the past,"The emergence of Edmundo González as a potential power option in Venezuela, proposed by the extremist opposition, is framed as a parallel to previous attempts to destabilize the Latin American nation, including the failed ""Plan Guaidó"" of 2019. At the beginning of 2025, this development seems to be following a familiar playbook for the Venezuelan people, which has historically proved ineffective in the face of Bolivarian institutional stability.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,In Images: Anti-Fascist and Anti-Racist Pride March in Argentina,"The mobilization is seen as one of the most massive protests against the president since his arrival to the presidency in December 2023. This Saturday, the Cathedral of the City of Buenos Aires was surrounded in the run-up to the mobilization called by the Anti-Fascist LGBTIQ+ Assembly, in which at least two million people, according to the organizers, protested in rejection of the hate speech of President Javier Milei and other sectors, in defiance of the government's attempts to criminalize and marginalize the LGBTIQ+ community.",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Yambo Calls In Missile Strikes On Low-Threat IS Group In Somalia,"Yambo, the U.S. President, ordered military air strikes on a senior attack planner and others from the Islamic State group in Somalia. Via BBC: ""These killers, who we found hiding in caves, threatened the United States and our Allies,"" Trump posted on social media. ""The strikes destroyed the caves they live in, and killed many terrorists without, in any way, harming civilians."" No, they weren't threatening the United States. But after a week of bumbling atte… 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,Leading American Film Director David Lynch Dies at 78,"David Lynch, one of the great directors of the history of American cinema, passed away on Thursday at age 78.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Threatens Hamas with Military Action if Hostages Aren't Released,"U.S. President Donald Trump has issued a new ultimatum to Hamas, stating that he will provide Israel with all the necessary support to complete the job in Gaza. Trump's threat comes as the Palestinian Resistance Movement (Hamas) continues to hold Jewish hostages in the Gaza Strip. READ ALSO: Hamas: Release of Hostages Will Only Happen If Second Phase of 'Shalom Hamas' Agreement Is Fulfilled Means Hello and Goodbye 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,90 Palestinians released after Israeli ceasefire agreement,"In a major development in the ongoing conflict, 90 Palestinians abducted by the Israeli Army were released as part of the ceasefire agreement signed in Doha, Qatar. The release of the 90 Palestinians, who were held in Israeli prisons, came after the release of three Israeli women hostages in the early hours of Monday, January 20. Most of those released are women, including Khalida Jarrar, a prominent Palestinian activist.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Senate Confirmed Kremlin ‘Girlfriend’ Tulsi Gabbard As DNI,"It's almost like Donald Trump is trying to destroy our national security, with GOP help. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
World Socialist Web Site,Far Left,"Trump escalates global economic war with ""reciprocal tariffs""","The move, which goes beyond the imposition of a flat tariff on all nations, threatens to shatter what remains of the global trading system that has been in operation since 1947.",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Pope Francis Critical After Respiratory Crisis,"Pope Francis remains conscious and has spent the day in an armchair, although with more discomfort than those suffered on Friday. The Vatican Press Office reported that Pope Francis remains in critical condition after experiencing a respiratory crisis this Saturday.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Shooter kills 12 people in Montenegro,"Montenegrin authorities reported on Thursday the death of 12 people in the city of Cetinje, to the south, after several gun attacks by a shooter who ended up killing himself, and anticipated that three days of mourning will be decreed for the tragedy. READ ALSO: Shooting in Queens, USA, leaves several injured The events occurred during the night of Wednesday, when the shooter - identified as Aco Martinovic by the RTCG public television network- carried out the attacks.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,Gazans allowed to return to the devastated north,"Pictures bear comparison only with the scenes of devastation in the aftermath of the Second World War. According to the United Nations, 92 percent of dwellings are either destroyed, severely or partially damaged. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Colombian Catatumbo Peace Signant Murder Reported · Global Voices,"The Instituto de Estudios para el Desarrollo y la Paz (Indepaz) of Colombia denounced on Tuesday the assassination of the signatory of the peace agreement Pedro Nel Angarita Ascanio in Teorama, Norte de Santander in the midst of the humanitarian crisis that the Colombian Catatumbo is experiencing.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hamas Delivers 3 Israeli Hostages in Fifth Exchange of Truce · Global Voices,"Hamas handed over three Israeli hostages to a Red Cross delegation on Saturday, as part of the fifth exchange of the truce it has with the Israeli occupier in the Gaza Strip. READ ALSO: Hezbollah condemns Trump's moves to evict Gaza",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Trump's Davos Lies: Fact Check by CNN's Daniel Dale,"CNN's Daniel Dale fact checks the numerous falsehoods uttered by President Trump during his speech at the World Economic Forum in Davos, Switzerland. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,China to retaliate against U.S. over tariffs,"China will file a formal complaint with the WTO and take countermeasures to protect its rights and interests. The Chinese government has strongly condemned the U.S. decision to impose a 10 percent tariff on imports from China, calling it a unilateral act that violates international trade rules.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Israel Conducts Large-Scale Attacks in Southern Lebanon,"Israeli forces launch a series of air strikes in the Zebqin Valley and the area between Aita al-Jabal and Beit Yahoun, targeting civilian sites in southern Lebanon. The attacks, carried out using fighter aircraft, have resulted in over 20 air strikes in the region, with the shelling focusing on the Muraisa area, between the towns of Al-Babliyya and Al-Zarariya.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Uncontrolled Forest Fires Leave Two Dead in Southern California, USA.","A large number of casualties among residents who did not evacuate have been reported in Los Angeles County, California. The fire has been advancing uncontrolled, resulting in two deaths so far.",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,"RIP to David Lynch, Mysterious, Bizarre, and All-American","David Lynch, who died this week at 78, brought an avant-garde sensibility into the American mainstream when we needed it most. There will never be another like him. David Lynch (1946–2025) attends Ringo Starr's birthday at Capitol Records Tower on July 7, 2019, in Los Angeles, California. (Scott Dudelson / Getty Images) Losing David Lynch is so awful that it’s hard to know what to say or how best to say it. Though he’d stepped away from the spotlight, his influence on popular culture will be felt for generations to come.",https://ground.news/interest/jacobincom
Crooks and Liars,Far Left,MSNBC's Ali Velshi Discusses Hegseth Vote,MSNBC's Ali Velshi discusses the consequences of Pete Hegseth narrowly being confirmed for Defense Secretary.,https://ground.news/interest/crooksandliarscom
World Socialist Web Site,Far Left,"Over 100 miners starved to death by the ANC in South Africa, hundreds still in danger","This is a revolting crime of South African capitalism. Comparisons are already being drawn in the country to the Marikana Massacre of 2012, where police under the command of the ANC killed 36 striking workers at the Lonmin platinum mine. 1 year ago · United States",https://ground.news/interest/world-socialist-web-site
Orinoco Tribune,Far Left,Colombia Backtracks After Deportation Tensions With United States,"Colombian President Gustavo Petro's government has reversed its stance on deporting its citizens following a conflict with the United States. In an official statement, Foreign Minister Luis Gilberto Murillo announced that the country has ""overcome the impasse"" with the U.S. and will accept the deportation of its citizens. Meanwhile, Donald Trump's administration praised the move, stating that it ""made itself respected.""",https://ground.news/interest/orinoco-tribune
Orinoco Tribune,Far Left,Trump's Special Envoy Meets President Maduro in Caracas (+US Prisoners Released),"Caracas (OrinocoTribune.com)—On Friday afternoon, Richard Grenell, US President Donald Trump’s special presidential envoy for special missions, landed at the Simón Bolívar International Airport, Caracas, flying from Washington DC aboard a US Air Force Boeing C-40B. Grenell met Venezuelan President Nicolás Maduro at Office No.1 of Miraflores Palace, seat of the Venezuelan presidency. President Maduro was accompanied by First Lady and Deputy Cilia Flores. President Maduro announced that the US will release 13 political prisoners in exchange for the release of three Venezuelan military officers.",https://ground.news/interest/orinoco-tribune
teleSUR,Far Left,Stampede at Indian railway station causes 18 deaths,"At least 18 people died in a stampede at India's main train station in New Delhi on Saturday night. The stampede occurred after two trains were delayed, causing a sudden rush of people to move to a religious festival.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Panama to Audit China-Panama Agreement, Lean Towards US","In a high-profile meeting this Sunday, Panamanian President José Raúl Mulino and US Secretary of State Marco Rubio addressed relevant issues such as migration, the Chinese presence in the Panama Canal and the reorientation of trade alliances. Mulino confirmed that he offered the United States the use of an air base in Darién—a border region with Colombia and epicenter of migration flow—to facilitate the repatriation of migrants intercepted in U.… 1 year ago",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hamas Frees Three Israeli Hostages in the Gaza Strip · Global Voices,"Israel is expected to release in hours of Saturday afternoon 369 Palestinians who were imprisoned in Israeli jails. As planned, the Hamas Palestinian Resistance Movement released three Israelis who had been held captive in the Gaza Strip since early October 2023. READ ALSO: Hamas reaffirms its commitment to the ceasefire in Gaza The three liberated Israelis were identified as 36-year-old Sagui Dekel-Chen; 29-year-old Alexander Trufanov; and 46-year-old Yitzhak Cohen.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,TikTok Restores Service in U.S. After Trump Promises,"TikTok, the popular social media platform, has resumed its service in the U.S. following a court order that had previously blocked its operation. The company, which is owned by ByteDance, a Chinese firm, is expected to seek a buyer in the U.S. before the end of Trump's term, as the president has pledged to lift the federal ban on the platform's operation.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Air crash in the U.S. kills several people,"Police sources revealed that so far the lifeguards have recovered at least 18 bodies. The air crash recorded Wednesday night in Washington, D.C., the capital of the United States, has left an unspecified number of fatalities, according to reports from police sources to local media. Authorities indicated that the air mishap occurred over the Potomac River at … 1 year ago",https://ground.news/interest/telesurtvnet
Palmer Report,Far Left,Donald Trump's Criminal Trial Sentencing Happening After All,"... 1 year ago · Los Angeles, United States",https://ground.news/interest/palmer-report
Wonkette,Far Left,"Kash Patel, America's Most Pathetic Liar, Gets Confirmation Hearing","Today marks the confirmation hearing for Kash Patel, a nominee for FBI director who lacks the qualifications and experience to hold the position. Despite Chris Wray's strong performance, Trump has chosen to cut Wray's 10-year term short and appoint Patel, a man who is the least qualified and most desperate nominee.",https://ground.news/interest/wonkette
teleSUR,Far Left,"Sweden Suffers ""Worst Mass Shooting in Country's History""","Prime Minister Ulf Kristersson described the attack as ""the worst mass shooting in the history of the country,"" with 11 dead and 5 seriously injured. Kristersson expressed his shock at the magnitude of the tragedy.",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,Eric Adams vs. the Rule of Law,"Even in a mayoralty marked by attacks on public services, scapegoating of migrants, and rising housing costs, New York City mayor Eric Adams' pandering to Donald Trump in an effort to escape federal corruption charges is particularly brazen. New York City mayor Eric Adams addresses reporters during a press conference at City Hall in Lower Manhattan on February 24, 2025. (James Carbone / Newsday RM via Getty Images) The Trump administration's actions have raised questions about the integrity of the justice system and the rule of law.",https://ground.news/interest/jacobincom
teleSUR,Far Left,"Pope Francis continues in delicate state, without respiratory crisis","Pope Francis, hospitalized since February 14 at Gemelli Policlinic Hospital in Rome, is still receiving oxygen and blood values have improved thanks to the blood transfusions he has received. He has a mild initial kidney failure, which did not prevent him from attending Mass today.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,Trump's Call for Ethnic Cleansing in Gaza,"US President Donald Trump has called for Israel to ""clean"" Gaza of its Arab inhabitants, sparking controversy and calls for ethnic cleansing in the region.",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,Hamas Frees Three Israeli Hostages in the Gaza Strip · Global Voices,"Israel is expected to release in hours of Saturday afternoon 369 Palestinians who were imprisoned in Israeli jails. As planned, the Hamas Palestinian Resistance Movement released three Israelis who had been held captive in the Gaza Strip since early October 2023. READ ALSO: Hamas reaffirms its commitment to the ceasefire in Gaza The three liberated Israelis were identified as 36-year-old Sagui Dekel-Chen; 29-year-old Alexander Trufanov; and 46-year-old Yitzhak Levy.",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Elon Musk Calls For Germany To 'Move Beyond' Nazi Guilt,"""There is too much focus on past guilt, and we need to move beyond that,"" Musk told a rally for the far-right Alternative for Germany (AfD).",https://ground.news/interest/crooksandliarscom
Jacobin,Far Left,"","",https://ground.news/interest/jacobincom
teleSUR,Far Left,Pope Francis in critical condition after respiratory crisis,"Francis remains conscious and has spent the day in an armchair, although with more discomfort than those suffered on Friday. The Vatican Press Office reported that Pope Francis remains in critical condition after experiencing a respiratory crisis this Saturday, although he remains conscious and has spent the day in an armchair although with more discomfort than those suffered on Friday.",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,Trump's Davos Lies: Fact Check by CNN's Daniel Dale,"CNN's Daniel Dale fact checks the numerous falsehoods uttered by President Trump during his speech at the World Economic Forum in Davos, Switzerland. 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Turns White House Meeting With Zelenskyy Into A Sh*tshow,This was incredible. It's as if Donald gave Putin a blowie in public. 1 year ago · United States,https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Mark Zuckerberg's Love For Misinformation Is A Threat To Democracy,The Facebook CEO's support for right-wing extremists poses a significant risk to the integrity of the US political system.,https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
Crooks and Liars,Far Left,"Bird Flu Mutates Again In Cows, But It's All Going To Be Fine!","With our newly staffed CDC and Bob Kennedy at the helm of national health, we have nothing at all to worry about. Ha ha, just kidding, we should be terrified! 1 year ago · United States",https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Turns White House Meeting With Zelenskyy Into A Sh*tshow,This was incredible. It's as if Donald gave Putin a blowie in public. 1 year ago · United States,https://ground.news/interest/crooksandliarscom
Crooks and Liars,Far Left,Trump Complains: Harder To Deal With Ukraine As Russia Pummels Them With Bombs,"Trump complains about the difficulty of dealing with Ukraine as Russia bombards them with attacks. Despite the ongoing conflict, Trump still trusts Putin to make a peace treaty, stating that he believes Russia's intentions are peaceful. ""President Putin is bombing Ukraine. Do you still believe him when he tells you that he wants peace?"" a reporter asked. ""Yeah, no, I believe him. I think we're doing very well with Russia,"" Trump replied. ""But right … 1 year ago · United States",https://ground.news/interest/crooksandliarscom
teleSUR,Far Left,Viña del Mar Festival Suspends Due to Massive Blackout in Chile · Global Voices,"The festival has been postponed to Saturday, March 1, 2025, due to a massive blackout that has left over 99% of the country without electricity. This structural fragility in Chile's electricity sector has led to the cancellation of the festival's activities on Tuesday.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Stampede at Indian railway station causes 18 deaths,"At least 18 people died this Saturday after a stampede at the main train station in New Delhi, India. The stampede occurred around 20:00 local time and was caused by a sudden human stampede following the delay of two trains heading to a religious festival.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","The indictment takes place one day before the president's term of pretrial detention expires. South Korea's former deposed president, Yoon Suk-yeol, was formally charged on Sunday for the crime of insurrection, following his controversial decision to declare martial law on December 3.",https://ground.news/interest/telesurtvnet
World Socialist Web Site,Far Left,"Trump escalates global economic conflict with ""reciprocal tariffs""","The new tariffs, which target specific countries, could lead to the collapse of the global trading system established in 1947.",https://ground.news/interest/world-socialist-web-site
teleSUR,Far Left,"Russia liberates four towns in Kursk region, advances in offensive","Russia has freed four towns in the Kursk region, including Viktorovka, Nikoláevka, and Stáraya Sorochina, according to the Russian Ministry of Defence. The offensive actions of the «North» troops have led to the defeat of 14 Ukrainian brigades in 13 border towns, as part of Russia's special military operation in Ukraine.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hamas Frees Three Israeli Hostages in the Gaza Strip,"Israel is expected to release 369 Palestinians in the Gaza Strip on Saturday afternoon, as planned. Hamas, the Palestinian Resistance Movement, released three Israelis who had been held captive since early October 2023. The three Israelis were identified as Sagui Dekel-Chen, Alexander Trufanov, and 46-year-old Yitzhak Ben-Yosef.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Violence Persists in Gaza Despite Ceasefire: Palestinian Civilians Suffer Attacks and Displacements,"Despite the truce agreement entering into effect on 19 January, Israeli forces continue to perpetrate attacks against Palestinian civilians in the Gaza Strip. Recent incidents, including a shooting of a civilian near Wadi Gaza, highlight the ongoing violations of the ceasefire.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
telesurtv.net,Far Left,"Air crash in Toronto, Canada, leaves 19 injured","A Delta Airlines plane overturned upon landing at Pearson Airport in Toronto, Canada, impacting its roof and causing 19 injured, three of them in critical condition.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,New air crash in the United States leaves at least six dead,At least six Mexican citizens died on Friday when a medical plane crashed in the city of Philadelphia in the east of the United States.,https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Presidents of Russia and Iran Meet in Moscow to Deepen Bilateral Cooperation,"Vladimir Putin and Masud Pezeshkian will sign a new basic interstate treaty on global strategic partnership. Russia's presidents, Vladimir Putin, and Iran, Masud Pezeshkian, met this Friday in the Russian capital, Moscow with the intention of promoting bilateral cooperation in a comprehensive manner and signing a new interstate treaty of global strategic partnership that will define collaboration in various areas over the next 20 years and allow for long-term cooperation.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Hostage relatives demand Netanyahu move to second phase in agreement with Hamas,"The relatives of the Israeli hostages shared a statement on Sunday night demanding the immediate commencement of the second phase of the agreement with the Palestinian resistance, before any return to war in Gaza. While the Israelis do not ask Netanyahu to complete his bombings in the Gaza Strip and his attacks in the occupied West Bank, they have demanded that the Israeli Prime Minister move on to the second phase of the agreement with Hamas and other Palestinian factions.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"Uncontrolled Forest Fire Spreads in California, U.S.A.","About half a million public service users are exposed to electricity disruption. Firefighters are working to control a forest fire that spreads rapidly on the slopes of the U.S. city of Los Angeles with homes of famous personalities, while an intense windstorm besieged Southern California on Tuesday.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Fourth Group of Palestinians Released as Part of Ceasefire,"Following the release of three Israeli hostages by Hamas, Israel released 183 Palestinian citizens. A total of 18 Israeli hostages have been exchanged for 583 Palestinians, many of whom were women and minors. The Palestinian Prisoners’ Press Office stated that 183 Palestinians were being held in Israeli occupation prisons and were released. Of these, 18 were serving life sentences, 5 were serving 10-year sentences, and 4 were serving 5-year sentences. The Palestinian Prisoners’ Press Office also noted that the release of the hostages was a result of the ceasefire agreement between Israel and Hamas.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","Hamas, the Palestinian Islamic resistance movement, has handed over three Israeli hostages to a Red Cross delegation in Gaza, as part of the fifth exchange of the truce with the Israeli occupier. The liberated are Or Levy, Eli Sharabi, and Yitzhak Shoval.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Confrontations in the Congo leave at least 773 dead and thousands injured,"Violence in the Democratic Republic of the Congo has left thousands dead and displaced, fleeing clashes between government forces and M23 insurgents. At least 773 people were killed and 2,880 injured in eastern Democratic Republic of the Congo due to clashes between government forces and the 23 March Movement (M23) insurgents, a group supported by Rwanda.",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,"","",https://ground.news/interest/telesurtvnet
teleSUR,Far Left,Trump Presses for Immediate Negotiations in Ukraine and Dialogue with Putin · Global Voices,"Trump orders urgent meetings to end the war in Ukraine, highlighting the human cost of the conflict and revealing a ""concrete plan"" to stop the hostilities. The move coincides with the next meeting of Vice President JD Vance with Vladimir Zelenski, at the Munich Security Conference.",https://ground.news/interest/telesurtvnet
telesurtv.net,Far Left,South Korea's Deposed President Arrested for Declaring Martial Law · Global Voices,"South Korea's dismissed president, Yoon Suk-yeol, was arrested on Wednesday, after the president will agree to appear before the anti-corruption office investigating him for the failed declaration of martial law.",https://ground.news/interest/telesurtvnet
Jacobin,Far Left,Biden's Bleak Presidency Was Always Going to End in Trump,"Joe Biden's presidency has been marked by empty gestures and moral failures, leading to a reinvigorated Donald Trump with a popular mandate and a drive for retribution.",https://ground.news/interest/jacobincom
